theta_deg,counts
0.15,70573
0.45,178296
0.75,211570
1.05,180229
1.35,124799
1.65,75298
1.95,42983
2.25,25714
2.55,16164
2.85,11172
3.15,8243
3.45,6261
3.75,5047
4.05,4050
4.35,3329
4.65,2818
4.95,2400
5.25,2078
5.55,1841
5.85,1610
6.15,1453
6.45,1271
6.75,1172
7.05,1115
7.35,966
7.65,857
7.95,810
8.25,743
8.55,668
8.85,619
9.15,582
9.45,511
9.75,506
10.05,469
10.35,460
10.65,441
10.95,378
11.25,390
11.55,364
11.85,319
12.15,298
12.45,283
12.75,307
13.05,274
13.35,264
13.65,269
13.95,232
14.25,220
14.55,198
14.85,195
15.15,227
15.45,174
15.75,191
16.05,157
16.35,164
16.65,174
16.95,143
17.25,125
17.55,121
17.85,117
18.15,124
18.45,110
18.75,135
19.05,113
19.35,107
19.65,112
19.95,104
20.25,72
20.55,93
20.85,85
21.15,85
21.45,95
21.75,90
22.05,76
22.35,100
22.65,86
22.95,79
23.25,79
23.55,58
23.85,86
24.15,66
24.45,70
24.75,64
25.05,54
25.35,64
25.65,71
25.95,64
26.25,73
26.55,57
26.85,58
27.15,49
27.45,47
27.75,45
28.05,40
28.35,42
28.65,37
28.95,42
29.25,44
29.55,45
29.85,42
30.15,42
30.45,40
30.75,41
31.05,42
31.35,32
31.65,44
31.95,39
32.25,31
32.55,31
32.85,32
33.15,30
33.45,32
33.75,39
34.05,28
34.35,28
34.65,19
34.95,24
35.25,35
35.55,24
35.85,28
36.15,34
36.45,29
36.75,19
37.05,25
37.35,24
37.65,29
37.95,13
38.25,29
38.55,30
38.85,20
39.15,17
39.45,24
39.75,25
40.05,25
40.35,17
40.65,23
40.95,21
41.25,18
41.55,23
41.85,24
42.15,13
42.45,28
42.75,16
43.05,20
43.35,20
43.65,19
43.95,15
44.25,15
44.55,15
44.85,26
45.15,13
45.45,13
45.75,14
46.05,12
46.35,17
46.65,11
46.95,8
47.25,19
47.55,19
47.85,9
48.15,17
48.45,12
48.75,12
49.05,14
49.35,16
49.65,11
49.95,7
50.25,13
50.55,15
50.85,14
51.15,12
51.45,9
51.75,12
52.05,6
52.35,12
52.65,13
52.95,10
53.25,13
53.55,13
53.85,9
54.15,11
54.45,11
54.75,9
55.05,8
55.35,11
55.65,9
55.95,5
56.25,9
56.55,7
56.85,6
57.15,9
57.45,6
57.75,8
58.05,8
58.35,6
58.65,5
58.95,6
59.25,10
59.55,9
59.85,5
