theta_deg,counts
0.15,864467
0.45,118681
0.75,9659
1.05,3057
1.35,1368
1.65,795
1.95,478
2.25,323
2.55,205
2.85,165
3.15,125
3.45,78
3.75,79
4.05,60
4.35,46
4.65,40
4.95,38
5.25,23
5.55,29
5.85,18
6.15,18
6.45,16
6.75,16
7.05,14
7.35,7
7.65,14
7.95,13
8.25,6
8.55,8
8.85,11
9.15,11
9.45,13
9.75,7
10.05,6
10.35,4
10.65,5
10.95,6
11.25,2
11.55,2
11.85,1
12.15,8
12.45,3
12.75,0
13.05,4
13.35,1
13.65,1
13.95,2
14.25,5
14.55,1
14.85,1
15.15,2
15.45,0
15.75,1
16.05,1
16.35,1
16.65,0
16.95,1
17.25,2
17.55,0
17.85,4
18.15,3
18.45,3
18.75,0
19.05,1
19.35,1
19.65,5
19.95,1
20.25,0
20.55,2
20.85,0
21.15,2
21.45,0
21.75,0
22.05,1
22.35,0
22.65,1
22.95,1
23.25,1
23.55,0
23.85,1
24.15,0
24.45,1
24.75,1
25.05,1
25.35,0
25.65,0
25.95,0
26.25,0
26.55,1
26.85,0
27.15,0
27.45,0
27.75,0
28.05,0
28.35,0
28.65,0
28.95,1
29.25,0
29.55,0
29.85,0
30.15,0
30.45,0
30.75,0
31.05,0
31.35,0
31.65,0
31.95,0
32.25,0
32.55,0
32.85,0
33.15,0
33.45,0
33.75,0
34.05,0
34.35,0
34.65,0
34.95,0
35.25,0
35.55,0
35.85,0
36.15,0
36.45,0
36.75,0
37.05,0
37.35,0
37.65,0
37.95,0
38.25,0
38.55,0
38.85,0
39.15,0
39.45,0
39.75,0
40.05,0
40.35,0
40.65,0
40.95,0
41.25,0
41.55,0
41.85,0
42.15,0
42.45,1
42.75,0
43.05,0
43.35,0
43.65,0
43.95,0
44.25,0
44.55,1
44.85,0
45.15,0
45.45,1
45.75,0
46.05,0
46.35,0
46.65,1
46.95,0
47.25,0
47.55,0
47.85,0
48.15,0
48.45,0
48.75,0
49.05,0
49.35,0
49.65,0
49.95,0
50.25,0
50.55,0
50.85,1
51.15,0
51.45,1
51.75,0
52.05,0
52.35,0
52.65,0
52.95,0
53.25,0
53.55,1
53.85,0
54.15,0
54.45,0
54.75,0
55.05,0
55.35,0
55.65,0
55.95,0
56.25,0
56.55,0
56.85,0
57.15,0
57.45,0
57.75,0
58.05,0
58.35,0
58.65,0
58.95,0
59.25,0
59.55,1
59.85,0
