theta_deg,counts
0.15,47137
0.45,125396
0.75,164437
1.05,163700
1.35,135061
1.65,98394
1.95,66195
2.25,43431
2.55,28615
2.85,19869
3.15,14231
3.45,10731
3.75,8617
4.05,6809
4.35,5534
4.65,4655
4.95,4073
5.25,3491
5.55,3054
5.85,2651
6.15,2386
6.45,2182
6.75,1996
7.05,1781
7.35,1553
7.65,1448
7.95,1308
8.25,1198
8.55,1163
8.85,1059
9.15,942
9.45,925
9.75,849
10.05,789
10.35,698
10.65,711
10.95,627
11.25,658
11.55,599
11.85,594
12.15,525
12.45,525
12.75,447
13.05,401
13.35,413
13.65,404
13.95,418
14.25,348
14.55,311
14.85,350
15.15,363
15.45,296
15.75,277
16.05,309
16.35,298
16.65,285
16.95,231
17.25,243
17.55,243
17.85,238
18.15,192
18.45,203
18.75,189
19.05,182
19.35,189
19.65,204
19.95,189
20.25,165
20.55,192
20.85,147
21.15,176
21.45,147
21.75,160
22.05,144
22.35,126
22.65,145
22.95,124
23.25,123
23.55,139
23.85,122
24.15,106
24.45,123
24.75,121
25.05,113
25.35,110
25.65,110
25.95,98
26.25,87
26.55,103
26.85,86
27.15,86
27.45,82
27.75,83
28.05,93
28.35,79
28.65,90
28.95,69
29.25,75
29.55,64
29.85,77
30.15,66
30.45,71
30.75,91
31.05,64
31.35,69
31.65,63
31.95,67
32.25,55
32.55,69
32.85,45
33.15,63
33.45,62
33.75,54
34.05,56
34.35,51
34.65,60
34.95,59
35.25,66
35.55,51
35.85,54
36.15,46
36.45,37
36.75,38
37.05,47
37.35,53
37.65,58
37.95,37
38.25,51
38.55,47
38.85,30
39.15,45
39.45,32
39.75,48
40.05,39
40.35,30
40.65,33
40.95,24
41.25,30
41.55,26
41.85,34
42.15,34
42.45,27
42.75,34
43.05,36
43.35,34
43.65,33
43.95,28
44.25,28
44.55,27
44.85,27
45.15,32
45.45,28
45.75,30
46.05,25
46.35,23
46.65,19
46.95,23
47.25,13
47.55,24
47.85,27
48.15,16
48.45,27
48.75,20
49.05,14
49.35,18
49.65,11
49.95,19
50.25,25
50.55,15
50.85,19
51.15,19
51.45,22
51.75,22
52.05,18
52.35,17
52.65,22
52.95,21
53.25,13
53.55,23
53.85,17
54.15,12
54.45,13
54.75,11
55.05,12
55.35,14
55.65,11
55.95,11
56.25,13
56.55,20
56.85,14
57.15,11
57.45,17
57.75,23
58.05,15
58.35,11
58.65,10
58.95,9
59.25,20
59.55,12
59.85,10
