theta_deg,counts
0.15,23438
0.45,66282
0.75,96232
1.05,111325
1.35,112283
1.65,100879
1.95,85162
2.25,68235
2.55,52472
2.85,40070
3.15,30860
3.45,23679
3.75,18539
4.05,15295
4.35,12433
4.65,10465
4.95,8886
5.25,7668
5.55,6638
5.85,5956
6.15,5201
6.45,4743
6.75,4322
7.05,3790
7.35,3569
7.65,3179
7.95,3017
8.25,2715
8.55,2501
8.85,2292
9.15,2164
9.45,2013
9.75,1870
10.05,1769
10.35,1616
10.65,1529
10.95,1506
11.25,1366
11.55,1302
11.85,1229
12.15,1147
12.45,1129
12.75,1041
13.05,1028
13.35,989
13.65,876
13.95,872
14.25,843
14.55,797
14.85,776
15.15,755
15.45,716
15.75,656
16.05,694
16.35,645
16.65,599
16.95,550
17.25,577
17.55,548
17.85,560
18.15,499
18.45,519
18.75,435
19.05,457
19.35,449
19.65,462
19.95,395
20.25,406
20.55,405
20.85,360
21.15,351
21.45,373
21.75,352
22.05,351
22.35,340
22.65,306
22.95,311
23.25,321
23.55,274
23.85,280
24.15,269
24.45,262
24.75,261
25.05,281
25.35,273
25.65,260
25.95,231
26.25,233
26.55,231
26.85,218
27.15,216
27.45,215
27.75,197
28.05,202
28.35,213
28.65,181
28.95,179
29.25,196
29.55,152
29.85,181
30.15,162
30.45,173
30.75,167
31.05,154
31.35,131
31.65,174
31.95,149
32.25,111
32.55,137
32.85,140
33.15,154
33.45,134
33.75,142
34.05,140
34.35,118
34.65,138
34.95,111
35.25,119
35.55,108
35.85,105
36.15,112
36.45,108
36.75,92
37.05,118
37.35,86
37.65,100
37.95,105
38.25,84
38.55,100
38.85,90
39.15,99
39.45,86
39.75,104
40.05,100
40.35,76
40.65,82
40.95,89
41.25,81
41.55,92
41.85,68
42.15,65
42.45,91
42.75,74
43.05,68
43.35,80
43.65,63
43.95,88
44.25,69
44.55,63
44.85,65
45.15,70
45.45,69
45.75,55
46.05,59
46.35,51
46.65,57
46.95,57
47.25,54
47.55,56
47.85,55
48.15,50
48.45,48
48.75,66
49.05,68
49.35,51
49.65,47
49.95,60
50.25,42
50.55,44
50.85,48
51.15,54
51.45,46
51.75,44
52.05,37
52.35,41
52.65,36
52.95,41
53.25,44
53.55,41
53.85,47
54.15,39
54.45,46
54.75,23
55.05,37
55.35,39
55.65,46
55.95,40
56.25,39
56.55,45
56.85,35
57.15,34
57.45,45
57.75,39
58.05,33
58.35,32
58.65,39
58.95,33
59.25,26
59.55,26
59.85,33
