theta_deg,counts
0.15,157378
0.45,325544
0.75,262095
1.05,132682
1.35,53301
1.65,21923
1.95,11496
2.25,7011
2.55,4852
2.85,3457
3.15,2700
3.45,2102
3.75,1631
4.05,1358
4.35,1130
4.65,992
4.95,780
5.25,704
5.55,611
5.85,514
6.15,451
6.45,375
6.75,375
7.05,360
7.35,323
7.65,268
7.95,263
8.25,264
8.55,216
8.85,218
9.15,176
9.45,179
9.75,209
10.05,155
10.35,128
10.65,127
10.95,132
11.25,120
11.55,119
11.85,101
12.15,100
12.45,102
12.75,75
13.05,83
13.35,70
13.65,81
13.95,63
14.25,62
14.55,56
14.85,54
15.15,52
15.45,49
15.75,50
16.05,51
16.35,59
16.65,41
16.95,48
17.25,30
17.55,38
17.85,49
18.15,39
18.45,41
18.75,39
19.05,36
19.35,45
19.65,24
19.95,33
20.25,31
20.55,22
20.85,29
21.15,29
21.45,25
21.75,26
22.05,31
22.35,29
22.65,30
22.95,15
23.25,23
23.55,20
23.85,30
24.15,17
24.45,19
24.75,26
25.05,22
25.35,23
25.65,19
25.95,16
26.25,17
26.55,21
26.85,15
27.15,16
27.45,19
27.75,10
28.05,12
28.35,14
28.65,20
28.95,11
29.25,10
29.55,12
29.85,15
30.15,8
30.45,9
30.75,11
31.05,8
31.35,12
31.65,12
31.95,14
32.25,12
32.55,3
32.85,9
33.15,12
33.45,6
33.75,9
34.05,7
34.35,6
34.65,6
34.95,11
35.25,14
35.55,11
35.85,3
36.15,8
36.45,10
36.75,7
37.05,8
37.35,6
37.65,2
37.95,8
38.25,5
38.55,7
38.85,9
39.15,12
39.45,3
39.75,3
40.05,8
40.35,5
40.65,7
40.95,9
41.25,2
41.55,5
41.85,8
42.15,5
42.45,6
42.75,7
43.05,5
43.35,1
43.65,8
43.95,6
44.25,4
44.55,7
44.85,5
45.15,5
45.45,3
45.75,3
46.05,6
46.35,4
46.65,4
46.95,4
47.25,7
47.55,3
47.85,4
48.15,5
48.45,1
48.75,9
49.05,4
49.35,7
49.65,1
49.95,5
50.25,2
50.55,0
50.85,3
51.15,4
51.45,3
51.75,4
52.05,3
52.35,3
52.65,4
52.95,3
53.25,4
53.55,3
53.85,3
54.15,2
54.45,1
54.75,2
55.05,3
55.35,3
55.65,2
55.95,4
56.25,2
56.55,4
56.85,0
57.15,3
57.45,3
57.75,0
58.05,1
58.35,2
58.65,1
58.95,3
59.25,2
59.55,3
59.85,5
